PassengerId,Survived,Age,SibSp,Parch,Fare,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Sex_Pclass_female_1,Sex_Pclass_female_2,Sex_Pclass_female_3,Sex_Pclass_male_1,Sex_Pclass_male_2,Sex_Pclass_male_3,Age_scaled,Fare_scaled
177,0,7.30954704185,3,1,25.4667,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.63979781672,-0.135657615364
178,0,50.0,0,0,28.7125,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1.49408387849,-0.0703044476942
179,0,30.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.0258953360603,-0.386670720113
180,0,36.0,0,0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.466351898788,-0.648421653539
181,0,10.8698669567,8,2,69.55,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.37843677141,0.751945840288
182,0,31.7189404762,0,0,15.05,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.152081771673,-0.345394611381
183,0,9.0,4,2,31.3875,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.51570263349,-0.01644415947
184,1,1.0,2,1,39.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-2.10297805046,0.136831146738
185,1,4.0,0,2,22.025,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.88274976909,-0.204955168254
186,0,46.2497682359,0,0,50.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.21878151311,0.35831270579
187,1,33.1289853535,1,0,15.5,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.255592358334,-0.336334002147
188,1,45.0,0,0,26.55,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.12703674288,-0.113845708735
189,0,40.0,1,1,15.5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.759989607273,-0.336334002147
190,0,36.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.466351898788,-0.489442190451
191,1,32.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.172714190303,-0.386670720113
192,0,19.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.781608362274,-0.386670720113
193,1,19.0,1,0,7.8542,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.781608362274,-0.490279793438
194,1,3.0,1,1,26.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-1.95615919622,-0.124919786688
195,1,44.0,0,0,27.7208,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1.05362731576,-0.0902720169771
196,1,58.0,0,0,146.5208,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2.08135929546,2.30172882079
197,0,35.295824299,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.414658763987,-0.492377827843
198,0,42.0,0,1,8.4042,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.906808461516,-0.479205715485
199,1,35.295824299,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.414658763987,-0.492377827843
200,0,24.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.414561226668,-0.386670720113
201,0,28.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.120923518182,-0.457142125266
202,0,10.8698669567,8,2,69.55,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.37843677141,0.751945840288
203,0,34.0,0,0,6.4958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.319533044546,-0.517630752512
204,0,45.5,0,0,7.225,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1.16374145644,-0.502948538616
205,1,18.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.855017789395,-0.486337421687
206,0,2.0,0,1,10.4625,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-2.02956862334,-0.437762488849
207,0,32.0,1,0,15.85,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.172714190303,-0.329286861632
208,1,26.0,0,0,18.7875,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.267742372425,-0.270141218021
209,1,16.0,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1.00183664364,-0.492377827843
210,1,40.0,0,0,31.0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.759989607273,-0.0242463507548
211,0,24.0,0,0,7.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.414561226668,-0.506472108874
212,1,35.0,0,0,21.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.392942471667,-0.225593222621
213,0,22.0,0,0,7.25,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.56138008091,-0.502445171436
214,0,30.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.0258953360603,-0.386670720113
215,0,31.0934298505,1,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.106163394983,-0.492377827843
216,1,31.0,1,0,113.275,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0993047631816,1.63233503752
217,1,27.0,0,0,7.925,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.194332945304,-0.488854257585
218,0,42.0,1,0,27.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.906808461516,-0.104785099501
219,1,32.0,0,0,76.2917,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.172714190303,0.887687860894
220,0,30.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.0258953360603,-0.43700743808
221,1,16.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.00183664364,-0.486337421687
222,0,27.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.194332945304,-0.386670720113
223,0,51.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1.56749330561,-0.486337421687
224,0,27.9472061629,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.124799083517,-0.489442190451
225,1,38.0,1,0,90.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.613170753031,1.16370019325
226,0,22.0,0,0,9.35,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.56138008091,-0.460162328344
227,1,19.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.781608362274,-0.43700743808
228,0,20.5,0,0,7.25,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.671494221592,-0.502445171436
229,0,18.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.855017789395,-0.386670720113
230,0,7.30954704185,3,1,25.4667,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.63979781672,-0.135657615364
231,1,35.0,1,0,83.475,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.392942471667,1.03232135936
232,0,29.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.047514091061,-0.491874460663
233,0,59.0,0,0,13.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2.15476872258,-0.37660337652
234,1,5.0,4,2,31.3875,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1.80934034197,-0.01644415947
235,0,24.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.414561226668,-0.43700743808
236,0,31.1083845238,0,0,7.55,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.107261208983,-0.49640476528
237,0,44.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1.05362731576,-0.124919786688
238,1,8.0,0,2,26.25,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-1.58911206061,-0.119886114891
239,0,19.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.781608362274,-0.43700743808
240,0,33.0,0,0,12.275,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.246123617424,-0.401268368324
241,0,20.8001541306,1,0,14.4542,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.649460078817,-0.357390858007
242,1,33.1289853535,1,0,15.5,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.255592358334,-0.336334002147
243,0,29.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.047514091061,-0.43700743808
244,0,22.0,0,0,7.125,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.56138008091,-0.504962007335
245,0,30.0,0,0,7.225,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0258953360603,-0.502948538616
246,0,44.0,2,0,90.0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1.05362731576,1.16370019325
247,0,25.0,0,0,7.775,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.341151799546,-0.491874460663
248,1,24.0,0,2,14.5,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.414561226668,-0.356468689333
249,1,37.0,1,1,52.5542,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.539761325909,0.409740723802
250,0,54.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1.78772158697,-0.124919786688
251,0,29.7827961298,0,0,7.25,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.00995052438038,-0.502445171436
252,0,29.0,1,1,10.4625,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.047514091061,-0.437762488849
253,0,62.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.37499700394,-0.113845708735
254,0,30.0,1,0,16.1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0258953360603,-0.324253189835
255,0,41.0,0,2,20.2125,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.833399034395,-0.24144928878
256,1,29.0,0,2,15.2458,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.047514091061,-0.34145223963
257,1,34.6202857143,0,0,79.2,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.365067863483,0.946245571638
258,1,30.0,0,0,86.5,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.0258953360603,1.0932287881
259,1,35.0,0,0,512.3292,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.392942471667,9.66716652501
260,1,50.0,0,1,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1.49408387849,-0.124919786688
261,0,35.295824299,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.414658763987,-0.492377827843
262,1,3.0,4,2,31.3875,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.95615919622,-0.01644415947
263,0,52.0,1,1,79.65,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.64090273273,0.955306180872
264,0,40.0,0,0,0.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.759989607273,-0.648421653539
265,0,35.295824299,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.414658763987,-0.492377827843
266,0,36.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.466351898788,-0.43700743808
267,0,16.0,4,1,39.6875,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.00183664364,0.150673744179
268,1,25.0,1,0,7.775,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.341151799546,-0.491874460663
269,1,58.0,0,1,153.4625,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2.08135929546,2.44149777883
270,1,35.0,0,0,135.6333,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.392942471667,2.08251241405
271,0,36.8748982143,0,0,31.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.530577675488,-0.0242463507548
272,1,25.0,0,0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.341151799546,-0.648421653539
273,1,41.0,0,1,19.5,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.833399034395,-0.255795253401
274,0,37.0,0,1,29.7,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.539761325909,-0.0504214440974
275,1,35.295824299,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.414658763987,-0.492377827843
276,1,63.0,1,0,77.9583,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2.44840643106,0.921244330559
277,0,45.0,0,0,7.75,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1.12703674288,-0.492377827843
278,0,35.0518175686,0,0,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.39674636969,-0.648421653539
279,0,7.0,4,1,29.125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.66252148773,-0.0619988892297
280,1,35.0,1,1,20.25,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.392942471667,-0.240694238011
281,0,65.0,0,0,7.75,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2.59522528531,-0.492377827843
282,0,28.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.120923518182,-0.490279793438
283,0,16.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.00183664364,-0.457142125266
284,1,19.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.781608362274,-0.486337421687
285,0,57.7424922619,0,0,26.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.06245579992,-0.124919786688
286,0,33.0,0,0,8.6625,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.246123617424,-0.474004925785
287,1,30.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0258953360603,-0.457142125266
288,0,22.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.56138008091,-0.489442190451
289,1,42.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.906808461516,-0.386670720113
290,1,22.0,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.56138008091,-0.492377827843
291,1,26.0,0,0,78.85,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.267742372425,0.939198431123
292,1,19.0,1,0,91.0792,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.781608362274,1.18542954767
293,0,36.0,0,0,12.875,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.466351898788,-0.389187556012
294,0,24.0,0,0,8.85,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.414561226668,-0.470229671938
295,0,24.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.414561226668,-0.489442190451
296,0,41.2000884776,0,0,27.7208,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.848087414912,-0.0902720169771
297,0,23.5,0,0,7.2292,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.451265940228,-0.50286397293
298,0,2.0,1,2,151.55,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-2.02956862334,2.40299018959
299,1,41.5748771825,0,0,30.5,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.87560043903,-0.0343136943481
300,1,50.0,0,1,247.5208,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1.49408387849,4.33533222663
301,1,35.295824299,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.414658763987,-0.492377827843
302,1,23.3136833333,2,0,23.25,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.464943339991,-0.180290176451
303,0,19.0,0,0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.781608362274,-0.648421653539
304,1,42.5745155362,0,0,12.35,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.948983317897,-0.399758266785
305,0,30.7057267793,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0777023346307,-0.486337421687
306,1,0.92,1,2,151.55,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-2.10885080463,2.40299018959
307,1,28.5788839286,0,0,110.8833,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.0784279806162,1.58417890618
308,1,17.0,1,0,108.9,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.928427216517,1.54424578108
309,0,30.0,1,0,24.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0258953360603,-0.165189161061
310,1,30.0,0,0,56.9292,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0258953360603,0.497829980244
311,1,24.0,0,0,83.1583,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.414561226668,1.02594470393
312,1,18.0,2,2,262.375,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.855017789395,4.63441689704
313,0,26.0,1,1,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.267742372425,-0.124919786688
314,0,28.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.120923518182,-0.489442190451
315,0,43.0,1,1,26.25,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.980217888637,-0.119886114891
316,1,26.0,0,0,7.8542,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.267742372425,-0.490279793438
317,1,24.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.414561226668,-0.124919786688
318,0,54.0,0,0,14.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1.78772158697,-0.366536032927
319,1,31.0,0,2,164.8667,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.0993047631816,2.67111777845
320,1,40.0,1,1,134.5,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.759989607273,2.05969377306
321,0,22.0,0,0,7.25,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.56138008091,-0.502445171436
322,0,27.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.194332945304,-0.489442190451
323,1,30.0,0,0,12.35,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.0258953360603,-0.399758266785
324,1,22.0,1,1,29.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.56138008091,-0.064515725128
325,0,10.8698669567,8,2,69.55,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.37843677141,0.751945840288
326,1,36.0,0,0,135.6333,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.466351898788,2.08251241405
327,0,61.0,0,0,6.2375,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2.30158757682,-0.522831542213
328,1,36.0,0,0,13.0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.466351898788,-0.386670720113
329,1,31.0,1,1,20.525,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.0993047631816,-0.235157199034
330,1,16.0,0,1,57.9792,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-1.00183664364,0.518971401789
331,1,23.3136833333,2,0,23.25,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.464943339991,-0.180290176451
332,0,45.5,0,0,28.5,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.16374145644,-0.0745830687213
333,0,38.0,0,1,153.4625,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.613170753031,2.44149777883
334,0,16.0,2,0,18.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.00183664364,-0.28599728418
335,1,31.4258779365,1,0,133.65,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.130568218524,2.04257928895
336,0,27.9472061629,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.124799083517,-0.489442190451
337,0,29.0,1,0,66.6,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,-0.047514091061,0.692548513088
338,1,41.0,0,0,134.5,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.833399034395,2.05969377306
339,1,45.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1.12703674288,-0.486337421687
340,0,45.0,0,0,35.5,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.12703674288,0.0663597415848
341,1,2.0,1,1,26.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-2.02956862334,-0.124919786688
342,1,24.0,3,2,263.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.414561226668,4.64700107653
343,0,28.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.120923518182,-0.386670720113
344,0,25.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.341151799546,-0.386670720113
345,0,36.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.466351898788,-0.386670720113
346,1,24.0,0,0,13.0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-0.414561226668,-0.386670720113
347,1,40.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.759989607273,-0.386670720113
348,1,26.6891684885,1,0,16.1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.217150908497,-0.324253189835
349,1,3.0,1,1,15.9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.95615919622,-0.328280127272
350,0,42.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.906808461516,-0.474004925785
351,0,23.0,0,0,9.225,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.487970653789,-0.462679164243
352,0,59.9691644841,0,0,35.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.22591453214,0.0562923979915
353,0,15.0,1,1,7.2292,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-1.07524607076,-0.50286397293
354,0,25.0,1,0,17.8,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.341151799546,-0.290024221618
355,0,29.5182051421,0,0,7.225,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.0094729484496,-0.502948538616
